0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1.031e-15;2.738e-15;6.176e-15;1.333e-14;2.81e-14;5.804e-14;1.176e-13;2.339e-13;4.565e-13;8.747e-13;1.646e-12;3.042e-12;5.521e-12;9.846e-12;1.725e-11;2.971e-11;5.029e-11;8.367e-11;1.369e-10;2.201e-10;3.481e-10;5.414e-10;8.282e-10;1.246e-09;1.845e-09;2.687e-09;3.85e-09;5.428e-09;7.532e-09;1.028e-08;1.382e-08;1.828e-08;2.38e-08;3.05e-08;3.848e-08;4.779e-08;5.843e-08;7.034e-08;8.336e-08;9.727e-08;1.118e-07;1.264e-07;1.408e-07;1.545e-07;1.668e-07;1.774e-07;1.858e-07;1.916e-07;1.946e-07;1.946e-07;1.916e-07;1.858e-07;1.774e-07;1.668e-07;1.545e-07;1.408e-07;1.264e-07;1.118e-07;9.727e-08;8.336e-08;7.034e-08;5.843e-08;4.779e-08;3.848e-08;3.05e-08;2.38e-08;1.828e-08;1.382e-08;1.028e-08;7.532e-09;5.428e-09;3.85e-09;2.687e-09;1.845e-09;1.246e-09;8.282e-10;5.414e-10;3.481e-10;2.201e-10;1.369e-10;8.367e-11;5.029e-11;2.971e-11;1.725e-11;9.846e-12;5.521e-12;3.042e-12;1.646e-12;8.747e-13;4.565e-13;2.339e-13;1.176e-13;5.804e-14;2.81e-14;1.333e-14;6.176e-15;2.738e-15;1.031e-15;0
0;2.738e-15;7.272e-15;1.64e-14;3.542e-14;7.467e-14;1.543e-13;3.127e-13;6.22e-13;1.214e-12;2.328e-12;4.382e-12;8.099e-12;1.471e-11;2.623e-11;4.598e-11;7.921e-11;1.341e-10;2.232e-10;3.652e-10;5.875e-10;9.293e-10;1.446e-09;2.212e-09;3.33e-09;4.931e-09;7.184e-09;1.03e-08;1.452e-08;2.015e-08;2.753e-08;3.7e-08;4.896e-08;6.375e-08;8.172e-08;1.031e-07;1.281e-07;1.566e-07;1.886e-07;2.235e-07;2.609e-07;2.998e-07;3.392e-07;3.778e-07;4.144e-07;4.477e-07;4.761e-07;4.986e-07;5.142e-07;5.222e-07;5.222e-07;5.142e-07;4.986e-07;4.761e-07;4.477e-07;4.144e-07;3.778e-07;3.392e-07;2.998e-07;2.609e-07;2.235e-07;1.886e-07;1.566e-07;1.281e-07;1.031e-07;8.172e-08;6.375e-08;4.896e-08;3.7e-08;2.753e-08;2.015e-08;1.452e-08;1.03e-08;7.184e-09;4.931e-09;3.33e-09;2.212e-09;1.446e-09;9.293e-10;5.875e-10;3.652e-10;2.232e-10;1.341e-10;7.921e-11;4.598e-11;2.623e-11;1.471e-11;8.099e-12;4.382e-12;2.328e-12;1.214e-12;6.22e-13;3.127e-13;1.543e-13;7.467e-14;3.542e-14;1.64e-14;7.272e-15;2.738e-15;0
0;6.176e-15;1.64e-14;3.701e-14;7.995e-14;1.686e-13;3.485e-13;7.066e-13;1.406e-12;2.746e-12;5.266e-12;9.915e-12;1.834e-11;3.331e-11;5.944e-11;1.042e-10;1.796e-10;3.042e-10;5.064e-10;8.289e-10;1.334e-09;2.111e-09;3.286e-09;5.03e-09;7.575e-09;1.122e-08;1.635e-08;2.345e-08;3.308e-08;4.593e-08;6.275e-08;8.438e-08;1.117e-07;1.455e-07;1.865e-07;2.354e-07;2.925e-07;3.578e-07;4.309e-07;5.109e-07;5.963e-07;6.854e-07;7.755e-07;8.641e-07;9.48e-07;1.024e-06;1.089e-06;1.141e-06;1.177e-06;1.195e-06;1.195e-06;1.177e-06;1.141e-06;1.089e-06;1.024e-06;9.48e-07;8.641e-07;7.755e-07;6.854e-07;5.963e-07;5.109e-07;4.309e-07;3.578e-07;2.925e-07;2.354e-07;1.865e-07;1.455e-07;1.117e-07;8.438e-08;6.275e-08;4.593e-08;3.308e-08;2.345e-08;1.635e-08;1.122e-08;7.575e-09;5.03e-09;3.286e-09;2.111e-09;1.334e-09;8.289e-10;5.064e-10;3.042e-10;1.796e-10;1.042e-10;5.944e-11;3.331e-11;1.834e-11;9.915e-12;5.266e-12;2.746e-12;1.406e-12;7.066e-13;3.485e-13;1.686e-13;7.995e-14;3.701e-14;1.64e-14;6.176e-15;0
0;1.333e-14;3.542e-14;7.995e-14;1.727e-13;3.644e-13;7.535e-13;1.529e-12;3.043e-12;5.946e-12;1.141e-11;2.148e-11;3.975e-11;7.223e-11;1.29e-10;2.262e-10;3.9e-10;6.608e-10;1.101e-09;1.802e-09;2.902e-09;4.595e-09;7.155e-09;1.096e-08;1.651e-08;2.446e-08;3.566e-08;5.116e-08;7.221e-08;1.003e-07;1.371e-07;1.844e-07;2.441e-07;3.181e-07;4.081e-07;5.152e-07;6.404e-07;7.836e-07;9.439e-07;1.119e-06;1.307e-06;1.502e-06;1.7e-06;1.895e-06;2.079e-06;2.246e-06;2.389e-06;2.503e-06;2.581e-06;2.622e-06;2.622e-06;2.581e-06;2.503e-06;2.389e-06;2.246e-06;2.079e-06;1.895e-06;1.7e-06;1.502e-06;1.307e-06;1.119e-06;9.439e-07;7.836e-07;6.404e-07;5.152e-07;4.081e-07;3.181e-07;2.441e-07;1.844e-07;1.371e-07;1.003e-07;7.221e-08;5.116e-08;3.566e-08;2.446e-08;1.651e-08;1.096e-08;7.155e-09;4.595e-09;2.902e-09;1.802e-09;1.101e-09;6.608e-10;3.9e-10;2.262e-10;1.29e-10;7.223e-11;3.975e-11;2.148e-11;1.141e-11;5.946e-12;3.043e-12;1.529e-12;7.535e-13;3.644e-13;1.727e-13;7.995e-14;3.542e-14;1.333e-14;0
0;2.81e-14;7.467e-14;1.686e-13;3.644e-13;7.691e-13;1.591e-12;3.229e-12;6.43e-12;1.257e-11;2.412e-11;4.546e-11;8.414e-11;1.53e-10;2.732e-10;4.795e-10;8.271e-10;1.402e-09;2.336e-09;3.828e-09;6.166e-09;9.767e-09;1.522e-08;2.331e-08;3.514e-08;5.209e-08;7.599e-08;1.09e-07;1.54e-07;2.14e-07;2.926e-07;3.937e-07;5.215e-07;6.798e-07;8.723e-07;1.102e-06;1.37e-06;1.677e-06;2.02e-06;2.397e-06;2.799e-06;3.218e-06;3.643e-06;4.061e-06;4.456e-06;4.815e-06;5.123e-06;5.366e-06;5.535e-06;5.621e-06;5.621e-06;5.535e-06;5.366e-06;5.123e-06;4.815e-06;4.456e-06;4.061e-06;3.643e-06;3.218e-06;2.799e-06;2.397e-06;2.02e-06;1.677e-06;1.37e-06;1.102e-06;8.723e-07;6.798e-07;5.215e-07;3.937e-07;2.926e-07;2.14e-07;1.54e-07;1.09e-07;7.599e-08;5.209e-08;3.514e-08;2.331e-08;1.522e-08;9.767e-09;6.166e-09;3.828e-09;2.336e-09;1.402e-09;8.271e-10;4.795e-10;2.732e-10;1.53e-10;8.414e-11;4.546e-11;2.412e-11;1.257e-11;6.43e-12;3.229e-12;1.591e-12;7.691e-13;3.644e-13;1.686e-13;7.467e-14;2.81e-14;0
0;5.804e-14;1.543e-13;3.485e-13;7.535e-13;1.591e-12;3.293e-12;6.685e-12;1.332e-11;2.605e-11;5.001e-11;9.428e-11;1.746e-10;3.176e-10;5.675e-10;9.964e-10;1.719e-09;2.916e-09;4.862e-09;7.97e-09;1.284e-08;2.036e-08;3.173e-08;4.863e-08;7.333e-08;1.088e-07;1.587e-07;2.279e-07;3.22e-07;4.476e-07;6.124e-07;8.244e-07;1.092e-06;1.425e-06;1.829e-06;2.311e-06;2.874e-06;3.519e-06;4.242e-06;5.033e-06;5.88e-06;6.762e-06;7.657e-06;8.536e-06;9.369e-06;1.012e-05;1.077e-05;1.129e-05;1.164e-05;1.182e-05;1.182e-05;1.164e-05;1.129e-05;1.077e-05;1.012e-05;9.369e-06;8.536e-06;7.657e-06;6.762e-06;5.88e-06;5.033e-06;4.242e-06;3.519e-06;2.874e-06;2.311e-06;1.829e-06;1.425e-06;1.092e-06;8.244e-07;6.124e-07;4.476e-07;3.22e-07;2.279e-07;1.587e-07;1.088e-07;7.333e-08;4.863e-08;3.173e-08;2.036e-08;1.284e-08;7.97e-09;4.862e-09;2.916e-09;1.719e-09;9.964e-10;5.675e-10;3.176e-10;1.746e-10;9.428e-11;5.001e-11;2.605e-11;1.332e-11;6.685e-12;3.293e-12;1.591e-12;7.535e-13;3.485e-13;1.543e-13;5.804e-14;0
0;1.176e-13;3.127e-13;7.066e-13;1.529e-12;3.229e-12;6.685e-12;1.358e-11;2.706e-11;5.295e-11;1.017e-10;1.918e-10;3.554e-10;6.468e-10;1.156e-09;2.031e-09;3.507e-09;5.951e-09;9.928e-09;1.628e-08;2.625e-08;4.163e-08;6.491e-08;9.956e-08;1.502e-07;2.229e-07;3.254e-07;4.675e-07;6.608e-07;9.191e-07;1.258e-06;1.694e-06;2.246e-06;2.93e-06;3.763e-06;4.757e-06;5.919e-06;7.25e-06;8.741e-06;1.038e-05;1.212e-05;1.395e-05;1.58e-05;1.761e-05;1.934e-05;2.09e-05;2.224e-05;2.33e-05;2.404e-05;2.442e-05;2.442e-05;2.404e-05;2.33e-05;2.224e-05;2.09e-05;1.934e-05;1.761e-05;1.58e-05;1.395e-05;1.212e-05;1.038e-05;8.741e-06;7.25e-06;5.919e-06;4.757e-06;3.763e-06;2.93e-06;2.246e-06;1.694e-06;1.258e-06;9.191e-07;6.608e-07;4.675e-07;3.254e-07;2.229e-07;1.502e-07;9.956e-08;6.491e-08;4.163e-08;2.625e-08;1.628e-08;9.928e-09;5.951e-09;3.507e-09;2.031e-09;1.156e-09;6.468e-10;3.554e-10;1.918e-10;1.017e-10;5.295e-11;2.706e-11;1.358e-11;6.685e-12;3.229e-12;1.529e-12;7.066e-13;3.127e-13;1.176e-13;0
0;2.339e-13;6.22e-13;1.406e-12;3.043e-12;6.43e-12;1.332e-11;2.706e-11;5.397e-11;1.056e-10;2.03e-10;3.831e-10;7.101e-10;1.293e-09;2.313e-09;4.065e-09;7.021e-09;1.192e-08;1.99e-08;3.264e-08;5.267e-08;8.355e-08;1.304e-07;2.001e-07;3.02e-07;4.484e-07;6.55e-07;9.414e-07;1.331e-06;1.853e-06;2.537e-06;3.419e-06;4.534e-06;5.918e-06;7.604e-06;9.616e-06;1.197e-05;1.467e-05;1.769e-05;2.1e-05;2.455e-05;2.825e-05;3.201e-05;3.57e-05;3.92e-05;4.237e-05;4.51e-05;4.726e-05;4.875e-05;4.952e-05;4.952e-05;4.875e-05;4.726e-05;4.51e-05;4.237e-05;3.92e-05;3.57e-05;3.201e-05;2.825e-05;2.455e-05;2.1e-05;1.769e-05;1.467e-05;1.197e-05;9.616e-06;7.604e-06;5.918e-06;4.534e-06;3.419e-06;2.537e-06;1.853e-06;1.331e-06;9.414e-07;6.55e-07;4.484e-07;3.02e-07;2.001e-07;1.304e-07;8.355e-08;5.267e-08;3.264e-08;1.99e-08;1.192e-08;7.021e-09;4.065e-09;2.313e-09;1.293e-09;7.101e-10;3.831e-10;2.03e-10;1.056e-10;5.397e-11;2.706e-11;1.332e-11;6.43e-12;3.043e-12;1.406e-12;6.22e-13;2.339e-13;0
0;4.565e-13;1.214e-12;2.746e-12;5.946e-12;1.257e-11;2.605e-11;5.295e-11;1.056e-10;2.069e-10;3.978e-10;7.51e-10;1.393e-09;2.537e-09;4.54e-09;7.984e-09;1.38e-08;2.344e-08;3.914e-08;6.426e-08;1.037e-07;1.647e-07;2.571e-07;3.947e-07;5.961e-07;8.856e-07;1.294e-06;1.861e-06;2.634e-06;3.667e-06;5.024e-06;6.774e-06;8.989e-06;1.174e-05;1.509e-05;1.909e-05;2.377e-05;2.914e-05;3.516e-05;4.177e-05;4.884e-05;5.622e-05;6.371e-05;7.107e-05;7.805e-05;8.439e-05;8.983e-05;9.414e-05;9.712e-05;9.865e-05;9.865e-05;9.712e-05;9.414e-05;8.983e-05;8.439e-05;7.805e-05;7.107e-05;6.371e-05;5.622e-05;4.884e-05;4.177e-05;3.516e-05;2.914e-05;2.377e-05;1.909e-05;1.509e-05;1.174e-05;8.989e-06;6.774e-06;5.024e-06;3.667e-06;2.634e-06;1.861e-06;1.294e-06;8.856e-07;5.961e-07;3.947e-07;2.571e-07;1.647e-07;1.037e-07;6.426e-08;3.914e-08;2.344e-08;1.38e-08;7.984e-09;4.54e-09;2.537e-09;1.393e-09;7.51e-10;3.978e-10;2.069e-10;1.056e-10;5.295e-11;2.605e-11;1.257e-11;5.946e-12;2.746e-12;1.214e-12;4.565e-13;0
0;8.747e-13;2.328e-12;5.266e-12;1.141e-11;2.412e-11;5.001e-11;1.017e-10;2.03e-10;3.978e-10;7.652e-10;1.445e-09;2.682e-09;4.888e-09;8.752e-09;1.54e-08;2.663e-08;4.526e-08;7.562e-08;1.242e-07;2.006e-07;3.187e-07;4.977e-07;7.647e-07;1.156e-06;1.718e-06;2.512e-06;3.615e-06;5.118e-06;7.13e-06;9.774e-06;1.319e-05;1.751e-05;2.287e-05;2.942e-05;3.723e-05;4.639e-05;5.689e-05;6.867e-05;8.16e-05;9.545e-05;0.0001099;0.0001246;0.000139;0.0001527;0.0001652;0.0001758;0.0001843;0.0001901;0.0001931;0.0001931;0.0001901;0.0001843;0.0001758;0.0001652;0.0001527;0.000139;0.0001246;0.0001099;9.545e-05;8.16e-05;6.867e-05;5.689e-05;4.639e-05;3.723e-05;2.942e-05;2.287e-05;1.751e-05;1.319e-05;9.774e-06;7.13e-06;5.118e-06;3.615e-06;2.512e-06;1.718e-06;1.156e-06;7.647e-07;4.977e-07;3.187e-07;2.006e-07;1.242e-07;7.562e-08;4.526e-08;2.663e-08;1.54e-08;8.752e-09;4.888e-09;2.682e-09;1.445e-09;7.652e-10;3.978e-10;2.03e-10;1.017e-10;5.001e-11;2.412e-11;1.141e-11;5.266e-12;2.328e-12;8.747e-13;0
0;1.646e-12;4.382e-12;9.915e-12;2.148e-11;4.546e-11;9.428e-11;1.918e-10;3.831e-10;7.51e-10;1.445e-09;2.732e-09;5.071e-09;9.247e-09;1.657e-08;2.917e-08;5.047e-08;8.582e-08;1.435e-07;2.358e-07;3.811e-07;6.057e-07;9.467e-07;1.455e-06;2.2e-06;3.273e-06;4.79e-06;6.896e-06;9.769e-06;1.362e-05;1.868e-05;2.521e-05;3.349e-05;4.379e-05;5.634e-05;7.135e-05;8.894e-05;0.0001091;0.0001318;0.0001567;0.0001833;0.0002112;0.0002394;0.0002673;0.0002937;0.0003176;0.0003382;0.0003545;0.0003658;0.0003716;0.0003716;0.0003658;0.0003545;0.0003382;0.0003176;0.0002937;0.0002673;0.0002394;0.0002112;0.0001833;0.0001567;0.0001318;0.0001091;8.894e-05;7.135e-05;5.634e-05;4.379e-05;3.349e-05;2.521e-05;1.868e-05;1.362e-05;9.769e-06;6.896e-06;4.79e-06;3.273e-06;2.2e-06;1.455e-06;9.467e-07;6.057e-07;3.811e-07;2.358e-07;1.435e-07;8.582e-08;5.047e-08;2.917e-08;1.657e-08;9.247e-09;5.071e-09;2.732e-09;1.445e-09;7.51e-10;3.831e-10;1.918e-10;9.428e-11;4.546e-11;2.148e-11;9.915e-12;4.382e-12;1.646e-12;0
0;3.042e-12;8.099e-12;1.834e-11;3.975e-11;8.414e-11;1.746e-10;3.554e-10;7.101e-10;1.393e-09;2.682e-09;5.071e-09;9.419e-09;1.718e-08;3.081e-08;5.426e-08;9.394e-08;1.599e-07;2.674e-07;4.398e-07;7.112e-07;1.131e-06;1.769e-06;2.721e-06;4.117e-06;6.127e-06;8.972e-06;1.293e-05;1.832e-05;2.556e-05;3.508e-05;4.738e-05;6.297e-05;8.238e-05;0.0001061;0.0001344;0.0001676;0.0002057;0.0002486;0.0002957;0.0003461;0.0003988;0.0004524;0.0005051;0.0005551;0.0006006;0.0006396;0.0006706;0.000692;0.000703;0.000703;0.000692;0.0006706;0.0006396;0.0006006;0.0005551;0.0005051;0.0004524;0.0003988;0.0003461;0.0002957;0.0002486;0.0002057;0.0001676;0.0001344;0.0001061;8.238e-05;6.297e-05;4.738e-05;3.508e-05;2.556e-05;1.832e-05;1.293e-05;8.972e-06;6.127e-06;4.117e-06;2.721e-06;1.769e-06;1.131e-06;7.112e-07;4.398e-07;2.674e-07;1.599e-07;9.394e-08;5.426e-08;3.081e-08;1.718e-08;9.419e-09;5.071e-09;2.682e-09;1.393e-09;7.101e-10;3.554e-10;1.746e-10;8.414e-11;3.975e-11;1.834e-11;8.099e-12;3.042e-12;0
0;5.521e-12;1.471e-11;3.331e-11;7.223e-11;1.53e-10;3.176e-10;6.468e-10;1.293e-09;2.537e-09;4.888e-09;9.247e-09;1.718e-08;3.137e-08;5.627e-08;9.918e-08;1.718e-07;2.925e-07;4.896e-07;8.058e-07;1.304e-06;2.075e-06;3.247e-06;4.998e-06;7.567e-06;1.127e-05;1.652e-05;2.381e-05;3.377e-05;4.714e-05;6.474e-05;8.75e-05;0.0001164;0.0001523;0.0001962;0.0002488;0.0003105;0.0003813;0.000461;0.0005485;0.0006424;0.0007406;0.0008403;0.0009385;0.001032;0.001117;0.001189;0.001247;0.001287;0.001308;0.001308;0.001287;0.001247;0.001189;0.001117;0.001032;0.0009385;0.0008403;0.0007406;0.0006424;0.0005485;0.000461;0.0003813;0.0003105;0.0002488;0.0001962;0.0001523;0.0001164;8.75e-05;6.474e-05;4.714e-05;3.377e-05;2.381e-05;1.652e-05;1.127e-05;7.567e-06;4.998e-06;3.247e-06;2.075e-06;1.304e-06;8.058e-07;4.896e-07;2.925e-07;1.718e-07;9.918e-08;5.627e-08;3.137e-08;1.718e-08;9.247e-09;4.888e-09;2.537e-09;1.293e-09;6.468e-10;3.176e-10;1.53e-10;7.223e-11;3.331e-11;1.471e-11;5.521e-12;0
0;9.846e-12;2.623e-11;5.944e-11;1.29e-10;2.732e-10;5.675e-10;1.156e-09;2.313e-09;4.54e-09;8.752e-09;1.657e-08;3.081e-08;5.627e-08;1.01e-07;1.781e-07;3.087e-07;5.26e-07;8.809e-07;1.451e-06;2.349e-06;3.74e-06;5.858e-06;9.023e-06;1.367e-05;2.038e-05;2.988e-05;4.31e-05;6.118e-05;8.546e-05;0.0001174;0.0001588;0.0002114;0.0002769;0.000357;0.0004529;0.0005655;0.0006949;0.0008405;0.001001;0.001173;0.001352;0.001535;0.001715;0.001886;0.002042;0.002175;0.002281;0.002354;0.002392;0.002392;0.002354;0.002281;0.002175;0.002042;0.001886;0.001715;0.001535;0.001352;0.001173;0.001001;0.0008405;0.0006949;0.0005655;0.0004529;0.000357;0.0002769;0.0002114;0.0001588;0.0001174;8.546e-05;6.118e-05;4.31e-05;2.988e-05;2.038e-05;1.367e-05;9.023e-06;5.858e-06;3.74e-06;2.349e-06;1.451e-06;8.809e-07;5.26e-07;3.087e-07;1.781e-07;1.01e-07;5.627e-08;3.081e-08;1.657e-08;8.752e-09;4.54e-09;2.313e-09;1.156e-09;5.675e-10;2.732e-10;1.29e-10;5.944e-11;2.623e-11;9.846e-12;0
0;1.725e-11;4.598e-11;1.042e-10;2.262e-10;4.795e-10;9.964e-10;2.031e-09;4.065e-09;7.984e-09;1.54e-08;2.917e-08;5.426e-08;9.918e-08;1.781e-07;3.143e-07;5.451e-07;9.293e-07;1.558e-06;2.567e-06;4.159e-06;6.627e-06;1.039e-05;1.601e-05;2.427e-05;3.621e-05;5.313e-05;7.671e-05;0.000109;0.0001523;0.0002095;0.0002835;0.0003776;0.000495;0.0006385;0.0008106;0.001013;0.001245;0.001507;0.001795;0.002105;0.002429;0.002758;0.003083;0.003391;0.003672;0.003913;0.004104;0.004237;0.004305;0.004305;0.004237;0.004104;0.003913;0.003672;0.003391;0.003083;0.002758;0.002429;0.002105;0.001795;0.001507;0.001245;0.001013;0.0008106;0.0006385;0.000495;0.0003776;0.0002835;0.0002095;0.0001523;0.000109;7.671e-05;5.313e-05;3.621e-05;2.427e-05;1.601e-05;1.039e-05;6.627e-06;4.159e-06;2.567e-06;1.558e-06;9.293e-07;5.451e-07;3.143e-07;1.781e-07;9.918e-08;5.426e-08;2.917e-08;1.54e-08;7.984e-09;4.065e-09;2.031e-09;9.964e-10;4.795e-10;2.262e-10;1.042e-10;4.598e-11;1.725e-11;0
0;2.971e-11;7.921e-11;1.796e-10;3.9e-10;8.271e-10;1.719e-09;3.507e-09;7.021e-09;1.38e-08;2.663e-08;5.047e-08;9.394e-08;1.718e-07;3.087e-07;5.451e-07;9.461e-07;1.614e-06;2.707e-06;4.464e-06;7.238e-06;1.154e-05;1.81e-05;2.792e-05;4.237e-05;6.325e-05;9.289e-05;0.0001342;0.0001908;0.0002669;0.0003674;0.0004976;0.0006633;0.0008701;0.001123;0.001427;0.001784;0.002195;0.002659;0.003169;0.003717;0.004291;0.004875;0.005452;0.005999;0.006498;0.006926;0.007266;0.007502;0.007623;0.007623;0.007502;0.007266;0.006926;0.006498;0.005999;0.005452;0.004875;0.004291;0.003717;0.003169;0.002659;0.002195;0.001784;0.001427;0.001123;0.0008701;0.0006633;0.0004976;0.0003674;0.0002669;0.0001908;0.0001342;9.289e-05;6.325e-05;4.237e-05;2.792e-05;1.81e-05;1.154e-05;7.238e-06;4.464e-06;2.707e-06;1.614e-06;9.461e-07;5.451e-07;3.087e-07;1.718e-07;9.394e-08;5.047e-08;2.663e-08;1.38e-08;7.021e-09;3.507e-09;1.719e-09;8.271e-10;3.9e-10;1.796e-10;7.921e-11;2.971e-11;0
0;5.029e-11;1.341e-10;3.042e-10;6.608e-10;1.402e-09;2.916e-09;5.951e-09;1.192e-08;2.344e-08;4.526e-08;8.582e-08;1.599e-07;2.925e-07;5.26e-07;9.293e-07;1.614e-06;2.755e-06;4.624e-06;7.631e-06;1.238e-05;1.976e-05;3.102e-05;4.788e-05;7.272e-05;0.0001086;0.0001597;0.0002309;0.0003285;0.0004599;0.0006336;0.000859;0.001146;0.001504;0.001943;0.002471;0.003092;0.003807;0.004614;0.005502;0.006458;0.00746;0.00848;0.009487;0.01044;0.01132;0.01206;0.01266;0.01307;0.01328;0.01328;0.01307;0.01266;0.01206;0.01132;0.01044;0.009487;0.00848;0.00746;0.006458;0.005502;0.004614;0.003807;0.003092;0.002471;0.001943;0.001504;0.001146;0.000859;0.0006336;0.0004599;0.0003285;0.0002309;0.0001597;0.0001086;7.272e-05;4.788e-05;3.102e-05;1.976e-05;1.238e-05;7.631e-06;4.624e-06;2.755e-06;1.614e-06;9.293e-07;5.26e-07;2.925e-07;1.599e-07;8.582e-08;4.526e-08;2.344e-08;1.192e-08;5.951e-09;2.916e-09;1.402e-09;6.608e-10;3.042e-10;1.341e-10;5.029e-11;0
